sample_id,State,Latitude,Longitude,landslide,sample_source,background_rule
BG-00786,Sikkim,28.022541,88.624357,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00787,Sikkim,27.888993,88.302067,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00788,Sikkim,27.842567,88.529353,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00789,Tripura,22.961342,91.621907,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00790,Arunachal Pradesh,28.018436,92.882159,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00791,Tripura,23.996732,91.725857,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00792,Meghalaya,25.705917,90.87851,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00793,Tripura,23.545989,91.677789,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00794,Tripura,24.143934,91.851772,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00795,Sikkim,27.651525,88.459804,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00796,Tripura,23.081305,91.797686,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00797,Tripura,23.452162,91.741512,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00798,Assam,26.1929,91.043187,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00799,Arunachal Pradesh,27.702959,93.104487,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00800,Arunachal Pradesh,27.570165,93.508231,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00801,Arunachal Pradesh,28.479218,93.849263,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00802,Assam,26.985197,94.78324,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00803,Mizoram,23.412423,92.493,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00804,Arunachal Pradesh,28.699269,94.156757,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00805,Tripura,23.523799,91.264641,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00806,Arunachal Pradesh,28.671505,95.710061,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00807,Assam,26.832299,93.230672,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00808,Arunachal Pradesh,28.331889,93.681537,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00809,Tripura,24.133129,92.112325,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00810,Tripura,23.508898,91.543151,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00811,Tripura,23.797262,91.857622,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00812,Arunachal Pradesh,27.792399,92.964821,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00813,Sikkim,27.554437,88.074261,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00814,Sikkim,27.695617,88.39659,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00815,Sikkim,27.65008,88.443869,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00816,Sikkim,27.951167,88.235904,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00817,Sikkim,27.865554,88.425576,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00818,Meghalaya,25.876554,90.739967,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00819,Tripura,24.046516,91.697291,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00820,Sikkim,27.589749,88.193976,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00821,Assam,26.150502,89.828383,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00822,Assam,26.712291,89.873424,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00823,Tripura,23.767158,91.435016,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00824,Arunachal Pradesh,27.956518,93.852987,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00825,Meghalaya,25.612852,90.721088,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00826,Tripura,23.08371,91.704559,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00827,Arunachal Pradesh,27.592485,92.671646,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00828,Assam,26.428884,91.458633,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00829,Arunachal Pradesh,27.941261,97.015514,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00830,Arunachal Pradesh,27.709315,92.276241,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00831,Arunachal Pradesh,27.929122,96.988076,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00832,Arunachal Pradesh,27.832801,94.544188,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00833,Manipur,24.718412,94.026809,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00834,Sikkim,27.920386,88.340978,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00835,Sikkim,27.800143,88.852468,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00836,Arunachal Pradesh,27.327368,93.213233,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00837,Mizoram,23.369864,92.435881,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00838,Assam,26.499975,90.982288,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00839,Sikkim,27.545552,88.383752,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00840,Assam,25.937791,93.492862,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00841,Sikkim,27.919128,88.423364,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00842,Tripura,23.686133,91.490467,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00843,Sikkim,27.901332,88.257341,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00844,Tripura,23.877031,91.681638,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00845,Tripura,23.020743,91.641274,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00846,Tripura,24.404887,92.21023,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00847,Arunachal Pradesh,27.636213,93.740193,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00848,Meghalaya,25.46907,89.886168,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00849,Sikkim,27.875461,88.814211,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00850,Tripura,23.841699,91.654411,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00851,Tripura,23.723038,92.243077,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00852,Sikkim,27.93129,88.620172,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00853,Arunachal Pradesh,28.838542,96.274789,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00854,Arunachal Pradesh,28.6867,94.472377,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00855,Assam,26.405613,90.022691,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00856,Arunachal Pradesh,27.066776,92.171067,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00857,Meghalaya,25.286202,90.167366,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00858,Meghalaya,25.385917,90.289801,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00859,Sikkim,27.974009,88.432509,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00860,Tripura,24.050982,91.910436,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00861,Tripura,24.226229,91.971257,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00862,Tripura,23.652255,91.276986,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00863,Arunachal Pradesh,27.240488,97.044559,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00864,Assam,26.044809,90.877524,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00865,Assam,27.444509,94.651099,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00866,Arunachal Pradesh,28.019446,93.985148,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00867,Arunachal Pradesh,29.151366,94.660027,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00868,Arunachal Pradesh,28.775234,94.706497,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00869,Sikkim,28.001126,88.443548,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00870,Arunachal Pradesh,29.179215,94.685766,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00871,Arunachal Pradesh,28.515342,96.056093,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00872,Arunachal Pradesh,29.054805,96.119282,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00873,Arunachal Pradesh,27.472511,92.537783,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00874,Arunachal Pradesh,28.17524,93.361644,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00875,Manipur,24.727472,93.876946,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00876,Arunachal Pradesh,27.652246,96.15343,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00877,Meghalaya,25.918043,90.293232,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00878,Assam,26.101582,90.353076,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00879,Manipur,24.683995,93.959739,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00880,Meghalaya,25.913258,90.171929,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00881,Meghalaya,25.614804,90.549358,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00882,Tripura,24.234842,91.972437,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00883,Tripura,24.320317,91.991228,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00884,Arunachal Pradesh,27.545581,96.050802,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00885,Sikkim,27.868964,88.824898,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00886,Sikkim,27.69953,88.253025,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00887,Assam,26.693983,91.031996,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00888,Tripura,23.877571,91.627939,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00889,Sikkim,27.548639,88.322873,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00890,Tripura,24.187037,92.006023,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00891,Tripura,23.500177,91.394157,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00892,Meghalaya,25.856671,90.880637,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00893,Arunachal Pradesh,28.159981,96.186289,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00894,Tripura,24.044511,91.92679,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00895,Tripura,23.271275,91.381241,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00896,Sikkim,27.839327,88.671217,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00897,Tripura,24.357479,91.95888,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00898,Sikkim,27.659045,88.232374,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00899,Tripura,23.718314,91.201727,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00900,Sikkim,27.744658,88.396065,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00901,Meghalaya,25.717031,89.985117,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00902,Sikkim,27.944584,88.149982,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00903,Arunachal Pradesh,28.86669,94.48728,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00904,Sikkim,27.620859,88.341097,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00905,Tripura,23.691523,91.796953,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00906,Tripura,23.92253,91.973309,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00907,Meghalaya,25.774092,90.829979,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00908,Arunachal Pradesh,27.437294,93.958114,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00909,Assam,26.898799,94.620695,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00910,Sikkim,27.515001,88.316739,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00911,Arunachal Pradesh,28.326332,96.373626,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00912,Assam,27.52009,95.491217,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00913,Arunachal Pradesh,28.92348,95.087133,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00914,Tripura,23.656022,91.236584,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00915,Assam,26.465959,92.212563,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00916,Sikkim,27.861471,88.303861,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00917,Sikkim,27.885014,88.876971,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00918,Arunachal Pradesh,27.650943,96.810294,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00919,Assam,24.839727,92.915543,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00920,Sikkim,27.9688,88.453397,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00921,Tripura,23.275865,91.631411,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00922,Tripura,23.888817,91.62597,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00923,Tripura,23.52083,91.782514,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00924,Tripura,23.102701,91.540254,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00925,Sikkim,27.898384,88.181136,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00926,Assam,26.283483,92.252891,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00927,Tripura,23.830527,91.926745,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00928,Tripura,23.361763,91.662964,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00929,Tripura,24.221403,92.055887,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00930,Tripura,23.294567,91.715305,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00931,Tripura,24.15109,92.008041,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00932,Assam,26.423329,93.941257,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00933,Assam,26.225328,90.385581,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00934,Assam,26.104936,91.202396,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00935,Arunachal Pradesh,28.316446,93.347602,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00936,Sikkim,27.640055,88.374531,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00937,Sikkim,28.017951,88.809362,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00938,Assam,26.23085,90.783097,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00939,Sikkim,27.814192,88.424568,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00940,Tripura,23.494023,91.414406,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00941,Tripura,23.563997,91.251584,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00942,Meghalaya,25.394539,89.85835,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00943,Arunachal Pradesh,29.090908,96.140834,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00944,Tripura,23.901123,91.502165,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00945,Sikkim,27.775972,88.665476,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00946,Assam,26.892102,92.894878,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00947,Tripura,24.197851,91.956396,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00948,Meghalaya,25.322884,89.969051,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00949,Assam,26.51241,92.105825,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00950,Assam,25.647671,92.609758,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00951,Arunachal Pradesh,27.344077,92.635531,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00952,Tripura,24.113594,91.957799,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00953,Arunachal Pradesh,28.984743,96.177113,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00954,Sikkim,28.040757,88.633813,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00955,Tripura,23.475889,91.779884,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00956,Assam,26.343294,90.758198,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00957,Meghalaya,25.378611,89.860741,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00958,Arunachal Pradesh,27.196603,92.86144,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00959,Sikkim,28.017532,88.808971,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00960,Meghalaya,25.364589,90.442207,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00961,Meghalaya,25.265393,90.41863,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00962,Sikkim,27.526784,88.229342,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00963,Sikkim,27.887285,88.270422,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00964,Tripura,23.475894,91.732205,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00965,Sikkim,27.990895,88.737888,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00966,Assam,26.514033,92.136703,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00967,Sikkim,27.924673,88.490047,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00968,Tripura,24.222192,91.986221,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00969,Mizoram,23.972267,92.490852,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00970,Meghalaya,25.198447,90.357338,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00971,Sikkim,27.918395,88.677617,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00972,Arunachal Pradesh,28.025655,93.997314,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00973,Sikkim,27.461777,88.135608,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00974,Arunachal Pradesh,27.741048,92.932293,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00975,Sikkim,27.976937,88.751808,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00976,Sikkim,27.702291,88.204211,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00977,Sikkim,27.480956,88.118587,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00978,Sikkim,27.851839,88.747994,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00979,Meghalaya,25.786496,90.197184,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00980,Sikkim,27.896481,88.818352,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00981,Tripura,23.824769,91.716361,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00982,Arunachal Pradesh,29.307556,94.661072,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00983,Sikkim,27.929609,88.13755,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00984,Sikkim,27.564246,88.236913,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00985,Arunachal Pradesh,28.142562,93.664448,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00986,Arunachal Pradesh,28.331564,95.3387,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00987,Sikkim,27.480577,88.750895,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00988,Sikkim,27.588393,88.148045,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00989,Tripura,23.591612,91.274641,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00990,Tripura,23.986367,91.930879,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00991,Sikkim,27.797647,88.22668,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00992,Arunachal Pradesh,28.079383,96.988062,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00993,Arunachal Pradesh,27.039422,93.3301,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00994,Assam,26.621381,90.276831,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00995,Tripura,23.611836,91.858933,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00996,Tripura,24.133919,91.697502,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00997,Sikkim,27.909021,88.247922,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00998,Tripura,24.01008,91.726051,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-00999,Assam,26.590877,90.846957,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-01000,Arunachal Pradesh,27.857579,97.033535,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-01001,Arunachal Pradesh,27.528946,94.203672,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-01002,Assam,26.2331,91.437749,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-01003,Sikkim,27.873568,88.545028,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-01004,Sikkim,27.89778,88.376569,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-01005,Arunachal Pradesh,28.043894,95.948033,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-01006,Arunachal Pradesh,26.924515,92.277063,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-01007,Sikkim,27.960722,88.726981,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-01008,Arunachal Pradesh,29.087126,95.585648,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-01009,Meghalaya,25.314044,90.831038,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-01010,Sikkim,27.837564,88.569677,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-01011,Arunachal Pradesh,27.490492,96.279508,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-01012,Arunachal Pradesh,27.475324,92.595876,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-01013,Arunachal Pradesh,28.732471,96.153548,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-01014,Nagaland,26.909964,94.898053,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-01015,Manipur,24.4064,94.358924,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-01016,Assam,27.41273,94.648283,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-01017,Tripura,23.226756,91.329575,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-01018,Arunachal Pradesh,28.104265,94.674923,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-01019,Assam,26.032986,92.739393,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-01020,Tripura,23.064878,91.381273,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-01021,Meghalaya,25.40617,90.495377,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
BG-01022,Tripura,23.35968,91.585348,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory
