rainfall_24h,rainfall_3d,rainfall_7d,soil_moisture,elevation,slope,aspect,landslide,sample_source,data_type,State,Latitude,Longitude,event_date
28.9,41.9,118.5,0.456726,89.0,1.0422,90.0,0,spatial_background_sample,spatial_background_reference,Assam,27.276719,94.375013,2020-06-02
8.5,50.1,211.8,0.494978,85.0,2.073,270.0,0,spatial_background_sample,spatial_background_reference,Assam,26.690226,93.958393,2016-05-22
20.6,32.6,128.0,0.424225,1173.0,25.944,258.4976,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.137431,94.205009,2016-07-17
0.4,8.1,29.7,0.386503,27.0,2.7499,47.6794,0,spatial_background_sample,spatial_background_reference,Tripura,24.413321,92.172162,2009-07-10
43.8,168.6,293.1,0.431167,1677.0,30.8353,76.2742,1,GSI_field_inventory,observed_landslide,Sikkim,27.59027778,88.65394444,
41.2,134.7,228.4,0.489366,199.0,28.8105,148.4945,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.823615,90.839974,2024-06-30
14.3,65.7,176.2,0.426737,2994.0,38.632,223.2511,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,27.646916,91.591319,2016-07-17
17.6,70.3,87.7,0.380412,124.0,8.8027,340.0099,0,spatial_background_sample,spatial_background_reference,Tripura,23.606524,91.70997,2018-05-18
2.4,34.5,72.2,0.36942,776.0,0.9264,180.0,0,spatial_background_sample,spatial_background_reference,Manipur,24.718894,93.949221,2008-06-19
61.9,120.9,163.8,0.379417,836.0,20.1478,353.0841,1,GSI_field_inventory,observed_landslide,Mizoram,23.64638889,92.72527778,
17.6,34.6,60.2,0.482661,38.0,3.4295,144.0433,0,spatial_background_sample,spatial_background_reference,Tripura,23.212873,91.649366,2009-07-10
17.6,34.6,60.2,0.482278,72.0,10.2373,231.1908,0,spatial_background_sample,spatial_background_reference,Tripura,23.192869,91.675344,2009-07-10
2.5,15.0,30.6,0.48514,28.0,5.6315,349.7029,0,spatial_background_sample,spatial_background_reference,Tripura,23.455593,91.423723,2009-07-10
63.6,95.2,197.5,0.482615,754.0,36.3233,90.0,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.389028,95.501118,2016-07-17
54.9,118.1,157.5,0.379844,921.0,26.2756,280.3894,1,GSI_field_inventory,observed_landslide,Mizoram,23.54888889,92.70555556,
9.5,20.8,46.8,0.402234,69.0,11.2196,274.6757,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.884731,90.196082,2025-05-28
7.9,53.9,66.6,0.40243,108.0,7.6083,212.0737,0,spatial_background_sample,spatial_background_reference,Tripura,24.235879,91.944701,2018-05-18
59.1,147.6,231.1,0.427735,867.0,14.5498,200.8528,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.945844,94.987956,2016-07-17
4.6,6.6,8.0,0.425138,5256.0,19.2511,264.6868,0,spatial_background_sample,spatial_background_reference,Sikkim,27.933342,88.269121,2022-06-15
55.7,159.0,327.2,0.42824,1629.0,19.5362,155.6999,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,27.637916,92.697971,2016-07-16
7.1,14.0,31.1,0.409144,4506.0,71.9655,325.2127,0,spatial_background_sample,spatial_background_reference,Sikkim,27.644922,88.368665,2024-08-21
39.4,175.3,237.4,0.459613,137.0,1.0438,90.0,0,spatial_background_sample,spatial_background_reference,Assam,27.444847,95.474315,2020-06-05
5.0,7.7,37.0,0.36543,4830.0,38.3073,37.033,0,spatial_background_sample,spatial_background_reference,Sikkim,27.915842,88.703869,2021-05-18
13.9,30.5,56.1,0.407414,71.0,0.9264,180.0,0,spatial_background_sample,spatial_background_reference,Assam,26.794712,92.886215,2020-06-02
1.8,38.1,128.3,0.49315,458.0,7.7004,68.976,0,spatial_background_sample,spatial_background_reference,Assam,26.259098,92.922636,2016-05-22
17.1,38.0,107.1,0.424592,1702.0,47.7887,229.8066,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,27.960339,93.793411,2016-07-17
27.0,87.2,106.2,0.394906,123.0,10.2786,168.7593,0,spatial_background_sample,spatial_background_reference,Tripura,23.817188,91.833183,2018-05-18
16.9,67.8,84.8,0.382801,146.0,2.2239,245.3939,0,spatial_background_sample,spatial_background_reference,Tripura,23.661878,91.715027,2018-05-18
37.5,67.2,127.0,0.424829,3063.0,46.9671,184.9168,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.280094,96.428711,2016-07-17
2.5,32.4,195.2,0.487768,77.0,3.4641,36.7411,0,spatial_background_sample,spatial_background_reference,Assam,26.73909,92.835133,2016-05-22
0.9,38.0,231.4,0.379064,38.0,1.3881,131.8586,0,spatial_background_sample,spatial_background_reference,Assam,26.369782,90.901234,2014-05-10
6.6,45.3,169.3,0.425365,633.0,3.897,26.9856,1,GSI_field_inventory,observed_landslide,Mizoram,23.58694444,92.8175,
37.3,116.1,265.1,0.352208,624.0,16.0754,184.3667,1,GSI_field_inventory,observed_landslide,Mizoram,22.745387,92.841543,
6.7,66.4,92.7,0.320472,6744.0,37.5371,272.4122,0,spatial_background_sample,spatial_background_reference,Sikkim,27.791737,88.200004,2014-07-01
32.2,214.3,317.7,0.372094,960.0,21.7342,105.9084,1,GSI_field_inventory,observed_landslide,Mizoram,23.308778,92.858357,
5.4,8.2,28.6,0.410628,5149.0,12.3608,144.2555,0,spatial_background_sample,spatial_background_reference,Sikkim,27.853773,88.725619,2025-07-19
8.9,60.9,75.1,0.405292,247.0,12.8133,321.4474,0,spatial_background_sample,spatial_background_reference,Tripura,24.134929,91.903821,2018-05-18
24.3,54.3,115.3,0.425802,584.0,26.0516,245.5482,1,GSI_field_inventory,observed_landslide,Mizoram,24.57467222,93.14389722,
44.8,115.2,284.7,0.427362,2221.0,47.1303,29.4751,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,27.792399,92.964821,2016-07-17
23.2,34.2,40.4,0.402929,4662.0,21.8544,46.7352,0,spatial_background_sample,spatial_background_reference,Sikkim,27.64641,88.363218,2023-10-04
29.2,75.5,87.6,0.408774,111.0,15.4505,225.4106,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.361919,89.881163,2019-06-27
40.4,170.2,258.5,0.426795,2424.0,34.6605,142.668,0,spatial_background_sample,spatial_background_reference,Sikkim,27.505656,88.404456,2014-06-24
37.4,62.6,182.4,0.424443,47.0,2.1188,29.0616,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.875723,90.105537,2007-07-25
29.8,69.0,92.3,0.438436,69.0,7.5658,307.4956,0,spatial_background_sample,spatial_background_reference,Tripura,22.979196,91.610573,2018-05-18
0.9,9.4,20.4,0.401353,38.0,1.3744,47.6286,0,spatial_background_sample,spatial_background_reference,Tripura,24.187306,91.670682,2009-07-10
3.2,5.3,22.8,0.415618,5131.0,14.2172,343.1995,0,spatial_background_sample,spatial_background_reference,Sikkim,27.967106,88.362456,2022-05-29
21.6,71.0,130.0,0.428708,116.0,16.0219,301.429,1,GSI_field_inventory,observed_landslide,Mizoram,24.716225,93.32551389,
5.7,24.7,42.8,0.398115,5048.0,24.9756,13.5901,0,spatial_background_sample,spatial_background_reference,Sikkim,27.573113,88.112462,2013-08-28
6.0,23.9,67.0,0.425921,4136.0,62.6862,91.9142,0,spatial_background_sample,spatial_background_reference,Sikkim,27.666264,88.331116,2015-07-08
33.7,87.3,147.0,0.426198,3999.0,28.4288,153.647,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.985177,95.216671,2016-07-17
19.6,90.8,113.8,0.472973,32.0,6.1273,318.861,0,spatial_background_sample,spatial_background_reference,Tripura,23.680628,91.319232,2018-05-18
0.0,0.0,2.8,0.341164,5076.0,12.6342,234.7539,0,spatial_background_sample,spatial_background_reference,Sikkim,27.958771,88.741852,2022-11-20
2.7,4.2,5.1,0.437525,532.0,29.7555,66.6725,0,spatial_background_sample,spatial_background_reference,Nagaland,26.712265,94.855901,2022-11-12
41.3,64.3,115.9,0.425408,4079.0,26.661,165.0452,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,29.124341,94.691389,2016-07-17
6.3,13.1,32.9,0.445235,9.0,3.1732,106.9577,0,spatial_background_sample,spatial_background_reference,Tripura,23.827151,91.24636,2009-07-10
15.5,34.9,102.3,0.425643,3906.0,17.4592,87.0531,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.937687,94.412525,2016-07-16
27.5,126.3,227.3,0.388417,919.0,22.6576,300.9185,1,GSI_field_inventory,observed_landslide,Mizoram,23.745802,92.717053,
2.5,15.0,30.6,0.48618,57.0,15.955,317.3282,0,spatial_background_sample,spatial_background_reference,Tripura,23.382587,91.381392,2009-07-10
33.2,54.8,102.7,0.424829,3906.0,6.5414,350.7858,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.279798,96.384104,2016-07-17
12.7,93.0,192.7,0.473222,119.0,3.8432,344.326,0,spatial_background_sample,spatial_background_reference,Assam,27.006679,94.993942,2022-05-14
14.5,34.2,89.7,0.425668,3935.0,18.8697,323.5384,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.874824,94.396431,2016-07-17
13.7,77.8,159.8,0.427019,2814.0,42.5023,33.9734,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,27.857579,97.033535,2016-07-17
49.4,126.3,165.8,0.376667,900.0,24.2412,233.617,1,GSI_field_inventory,observed_landslide,Mizoram,23.73361111,92.69388889,
11.6,75.4,89.6,0.389427,28.0,1.8523,180.0,0,spatial_background_sample,spatial_background_reference,Tripura,24.388216,92.178432,2018-05-18
70.5,124.0,174.4,0.381036,72.0,15.6466,348.9443,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.421964,89.863724,2025-05-30
61.9,120.9,163.8,0.380563,331.0,29.6418,207.2548,1,GSI_field_inventory,observed_landslide,Mizoram,23.615,92.79222222,
0.0,0.0,1.1,0.401289,4941.0,4.2855,282.4613,0,spatial_background_sample,spatial_background_reference,Sikkim,27.877813,88.501954,2022-11-20
10.8,56.9,99.5,0.363784,4305.0,13.4818,277.7523,0,spatial_background_sample,spatial_background_reference,Sikkim,27.763389,88.376601,2021-08-27
7.6,9.3,30.2,0.358443,5268.0,13.1634,231.52,0,spatial_background_sample,spatial_background_reference,Sikkim,27.971206,88.724881,2012-06-22
12.7,70.1,85.9,0.370259,48.0,9.1955,334.0211,0,spatial_background_sample,spatial_background_reference,Tripura,24.203245,92.094297,2018-05-18
2.4,68.7,155.5,0.422536,2311.0,22.2455,37.7536,0,spatial_background_sample,spatial_background_reference,Manipur,25.318203,93.868459,2010-06-10
11.0,28.3,88.0,0.425132,3810.0,27.2297,63.9015,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.984248,94.187731,2016-07-16
6.5,55.1,99.4,0.42425,267.0,24.4522,175.4068,1,GSI_field_inventory,observed_landslide,Arunachal Pradesh,27.23995,93.806589,
24.2,97.3,117.6,0.462375,26.0,3.1657,106.9988,0,spatial_background_sample,spatial_background_reference,Tripura,23.491228,91.363004,2018-05-18
44.9,139.9,206.5,0.462582,58.0,2.264,294.1419,0,spatial_background_sample,spatial_background_reference,Assam,26.311455,92.411508,2022-05-16
4.3,28.2,47.4,0.406807,5083.0,24.3816,255.5383,0,spatial_background_sample,spatial_background_reference,Sikkim,27.841337,88.388856,2012-06-26
2.2,52.5,191.0,0.485987,57.0,0.0,180.0,0,spatial_background_sample,spatial_background_reference,Assam,26.589367,92.69536,2016-05-22
2.7,12.2,20.0,0.392527,113.0,2.1104,28.6497,0,spatial_background_sample,spatial_background_reference,Tripura,23.769465,91.848961,2009-07-10
0.0,7.2,231.8,0.41994,46.0,1.8523,180.0,0,spatial_background_sample,spatial_background_reference,Assam,26.462121,90.933674,2016-05-22
53.1,87.7,114.3,0.425385,11.0,0.9264,180.0,0,spatial_background_sample,spatial_background_reference,Tripura,23.064878,91.381273,2018-05-18
28.3,58.0,116.3,0.425545,2608.0,39.0141,305.3644,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.231494,96.766994,2016-07-17
22.3,31.3,83.7,0.416155,4478.0,48.2623,34.6879,0,spatial_background_sample,spatial_background_reference,Sikkim,27.478928,88.061299,2025-07-19
20.4,73.1,89.9,0.466682,105.0,6.5348,8.8489,0,spatial_background_sample,spatial_background_reference,Tripura,23.420037,91.599115,2018-05-18
36.7,120.7,258.8,0.427973,572.0,3.2608,73.5122,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,27.384051,92.826532,2016-07-17
0.0,0.0,18.2,0.264167,4418.0,6.257,270.0,0,spatial_background_sample,spatial_background_reference,Sikkim,27.76486,88.360932,2022-11-20
5.7,15.6,38.0,0.484674,19.0,4.7304,12.3059,0,spatial_background_sample,spatial_background_reference,Tripura,23.53348,91.292449,2009-07-10
11.1,172.6,202.7,0.491793,1010.0,9.3535,299.3955,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.658699,92.310541,2025-05-31
96.9,231.5,259.8,0.386582,37.0,0.9264,180.0,0,spatial_background_sample,spatial_background_reference,Assam,26.314058,90.171469,2022-05-14
27.0,87.2,106.2,0.394906,113.0,2.9555,20.0202,0,spatial_background_sample,spatial_background_reference,Tripura,23.819517,91.829137,2018-05-18
21.3,59.6,162.8,0.423582,1026.0,23.7516,7.1938,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.321711,94.879157,2016-07-17
17.7,80.8,96.3,0.370259,61.0,12.3053,257.151,0,spatial_background_sample,spatial_background_reference,Tripura,24.164006,92.132562,2018-05-18
23.8,125.9,180.6,0.491652,91.0,9.6683,18.3553,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.286202,90.167366,2007-09-08
21.4,54.9,210.0,0.426238,2276.0,9.7214,253.5516,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,27.66213,93.355286,2016-07-17
67.8,120.5,158.2,0.379417,847.0,30.5194,248.2405,1,GSI_field_inventory,observed_landslide,Mizoram,23.57027778,92.70722222,
11.9,21.3,49.2,0.447414,319.0,11.2687,26.7891,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.806211,90.319939,2025-05-28
4.0,91.9,140.7,0.306975,106.0,2.1224,150.7626,0,spatial_background_sample,spatial_background_reference,Assam,26.712291,89.873424,2020-06-02
7.0,47.3,255.4,0.488601,78.0,2.0755,270.0,0,spatial_background_sample,spatial_background_reference,Assam,26.82924,93.704899,2016-05-22
8.3,57.7,67.4,0.442841,32.0,0.9264,180.0,0,spatial_background_sample,spatial_background_reference,Assam,26.128364,90.12628,2017-06-13
6.9,39.5,68.3,0.406807,4642.0,3.1408,270.0,0,spatial_background_sample,spatial_background_reference,Sikkim,27.866617,88.350115,2012-06-26
5.0,14.9,34.7,0.395037,96.0,18.0019,340.9835,0,spatial_background_sample,spatial_background_reference,Tripura,23.614487,91.708719,2009-07-10
107.6,189.7,244.9,0.483552,161.0,16.371,121.5667,1,GSI_field_inventory,observed_landslide,Assam,25.117665,92.847709,
2.4,64.1,247.9,0.489141,77.0,8.9656,325.076,0,spatial_background_sample,spatial_background_reference,Assam,26.476548,92.878113,2016-05-22
71.1,147.9,218.8,0.498167,69.0,15.8468,297.144,1,GSI_field_inventory,observed_landslide,Assam,26.20536,91.86497,
0.3,5.2,11.8,0.375207,112.0,18.8014,98.1915,0,spatial_background_sample,spatial_background_reference,Tripura,24.260309,92.064264,2009-07-10
0.8,15.5,21.6,0.357665,5295.0,20.5344,235.8618,0,spatial_background_sample,spatial_background_reference,Sikkim,27.545349,88.22592,2015-07-08
62.1,110.2,183.3,0.425403,2372.0,32.564,27.6061,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,29.048822,94.713193,2016-07-17
0.3,5.2,11.8,0.378287,36.0,5.0648,270.0,0,spatial_background_sample,spatial_background_reference,Tripura,24.187037,92.006023,2009-07-10
0.3,41.0,67.2,0.479823,58.0,1.0328,270.0,0,spatial_background_sample,spatial_background_reference,Assam,26.24079,92.371913,2016-05-22
29.7,100.0,255.8,0.352208,860.0,34.1228,262.1049,1,GSI_field_inventory,observed_landslide,Mizoram,22.706999,92.841597,
27.2,74.9,97.2,0.460378,27.0,2.2215,114.634,0,spatial_background_sample,spatial_background_reference,Tripura,23.492929,91.483391,2018-05-18
33.6,134.8,214.0,0.414771,815.0,31.2069,45.4564,1,GSI_field_inventory,observed_landslide,Mizoram,24.60372222,93.37223056,
6.4,40.9,110.2,0.497854,1171.0,38.4626,54.4948,1,GSI_field_inventory,observed_landslide,Meghalaya,25.68698889,91.64812222,
51.2,77.0,164.9,0.424042,2880.0,40.6262,64.31,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.544637,94.754811,2016-07-17
10.5,35.0,167.6,0.427028,1838.0,26.5977,61.027,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,27.636213,93.740193,2016-07-17
7.9,53.9,66.6,0.40243,95.0,17.1848,186.5829,0,spatial_background_sample,spatial_background_reference,Tripura,24.196339,91.943976,2018-05-18
39.0,81.4,105.9,0.490908,265.0,7.672,248.8934,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.754093,90.757873,2024-06-15
17.6,34.6,60.2,0.482278,85.0,2.2181,65.3255,0,spatial_background_sample,spatial_background_reference,Tripura,23.246052,91.707933,2009-07-10
66.5,99.9,174.1,0.425845,2286.0,12.9908,253.7185,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.811241,95.585334,2016-07-17
4.4,13.0,34.2,0.392342,150.0,5.5199,213.2178,0,spatial_background_sample,spatial_background_reference,Tripura,23.612589,91.92939,2009-07-10
14.0,76.3,96.8,0.409296,21.0,5.1398,79.6438,0,spatial_background_sample,spatial_background_reference,Tripura,23.974884,91.30557,2018-05-18
4.8,22.4,95.5,0.444442,240.0,15.4009,356.2823,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.13688,92.53741,2007-09-15
44.8,115.2,284.7,0.428135,2386.0,30.8196,239.0045,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,27.70898,92.945123,2016-07-17
7.6,9.3,30.2,0.286686,6097.0,65.7942,323.0896,0,spatial_background_sample,spatial_background_reference,Sikkim,27.92693,88.795279,2012-06-22
8.7,10.9,23.4,0.310751,5553.0,40.7227,137.1023,0,spatial_background_sample,spatial_background_reference,Sikkim,27.987557,88.770947,2025-09-11
27.0,57.9,151.3,0.426327,4355.0,3.6336,300.6144,0,spatial_background_sample,spatial_background_reference,Sikkim,27.426219,88.075791,2012-06-22
25.8,41.3,84.3,0.423335,4174.0,23.1064,85.6531,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,29.054805,96.119282,2016-07-17
5.0,14.9,34.7,0.396318,42.0,2.0198,90.0,0,spatial_background_sample,spatial_background_reference,Tripura,23.508046,91.661165,2009-07-10
8.8,76.7,115.1,0.489632,129.0,1.0478,90.0,0,spatial_background_sample,spatial_background_reference,Assam,27.863555,95.473288,2010-06-03
212.0,306.4,448.4,0.487052,1350.0,12.3864,147.9583,1,GSI_field_inventory,observed_landslide,Meghalaya,25.43505556,92.19836111,
10.8,52.7,172.1,0.427356,1572.0,14.932,217.9789,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,27.527726,93.836237,2016-07-17
26.1,90.0,122.2,0.491722,64.0,1.3895,311.8073,0,spatial_background_sample,spatial_background_reference,Assam,26.577141,92.291322,2010-06-20
14.6,30.3,51.1,0.385686,149.0,18.2708,66.9329,0,spatial_background_sample,spatial_background_reference,Meghalaya,25.184012,90.482491,2025-05-28
9.4,67.0,87.1,0.398626,60.0,5.1381,280.3595,0,spatial_background_sample,spatial_background_reference,Tripura,23.932752,91.647028,2018-05-18
17.2,50.4,64.8,0.441161,50.0,11.0071,305.5854,0,spatial_background_sample,spatial_background_reference,Tripura,23.07621,91.76921,2018-05-18
38.9,84.8,158.3,0.437085,217.0,4.5765,246.1705,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,27.95284,96.089627,2016-07-17
21.5,88.6,194.0,0.427164,3860.0,62.9101,65.051,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,27.768228,92.627882,2016-07-17
13.7,77.8,159.8,0.426759,3796.0,38.7929,242.4406,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,27.75628,97.096565,2016-07-17
24.4,82.8,97.7,0.465482,34.0,4.7742,39.2475,0,spatial_background_sample,spatial_background_reference,Tripura,23.359463,91.338388,2018-05-18
5.0,14.9,34.7,0.395037,64.0,1.0106,270.0,0,spatial_background_sample,spatial_background_reference,Tripura,23.56363,91.676095,2009-07-10
31.2,59.4,126.2,0.485405,149.0,2.7977,131.4352,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.0288,95.464163,2016-07-17
19.2,41.9,54.6,0.427781,70.0,11.6861,356.2494,1,GSI_field_inventory,observed_landslide,Assam,26.1895,91.78716667,
25.7,101.4,163.5,0.426001,4404.0,10.8063,120.5495,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,27.709802,96.923646,2016-07-16
37.5,70.1,197.8,0.427436,3430.0,58.9616,193.3333,0,spatial_background_sample,spatial_background_reference,Sikkim,27.617466,88.343917,2012-06-22
10.1,14.6,43.7,0.358443,5486.0,9.2516,26.6947,0,spatial_background_sample,spatial_background_reference,Sikkim,27.885496,88.623443,2012-06-22
6.3,13.1,32.9,0.446201,48.0,6.308,28.6402,0,spatial_background_sample,spatial_background_reference,Tripura,23.718314,91.201727,2009-07-10
87.7,180.9,255.6,0.486786,89.0,2.1223,330.7672,0,spatial_background_sample,spatial_background_reference,Assam,26.690625,91.945816,2016-05-17
6.8,61.0,84.1,0.405292,49.0,2.2308,294.5253,0,spatial_background_sample,spatial_background_reference,Tripura,24.143934,91.851772,2018-05-18
0.7,22.6,41.7,0.413385,758.0,3.1663,331.3882,1,GSI_field_inventory,observed_landslide,Mizoram,23.56404167,93.10752222,
3.0,105.8,214.3,0.480427,516.0,13.009,62.9072,1,GSI_field_inventory,observed_landslide,Assam,25.16563889,93.02544444,
23.9,34.6,91.2,0.49583,93.0,1.3869,228.0975,0,spatial_background_sample,spatial_background_reference,Assam,26.191195,93.132696,2016-07-14
42.9,153.1,255.1,0.380969,451.0,31.6076,358.3597,1,GSI_field_inventory,observed_landslide,Mizoram,23.225619,92.924909,
3.5,30.3,46.6,0.261409,144.0,4.8269,40.0111,0,spatial_background_sample,spatial_background_reference,Assam,26.688184,90.072037,2022-05-14
4.7,23.6,33.6,0.364963,5509.0,28.612,320.4169,0,spatial_background_sample,spatial_background_reference,Sikkim,27.886269,88.742004,2014-06-24
26.6,107.2,179.4,0.425979,2210.0,32.9713,124.9811,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.084816,96.67715,2016-07-17
54.9,167.5,385.7,0.483104,104.0,1.0448,90.0,0,spatial_background_sample,spatial_background_reference,Assam,27.542455,94.873737,2022-05-16
0.7,9.2,218.1,0.46547,37.0,18.4053,234.3303,0,spatial_background_sample,spatial_background_reference,Assam,26.205873,90.610037,2016-05-22
28.6,106.9,414.0,0.428118,2457.0,7.9955,157.0655,0,spatial_background_sample,spatial_background_reference,Sikkim,27.592885,88.455306,2014-08-26
54.1,313.9,433.5,0.379885,776.0,8.1461,139.7608,1,GSI_field_inventory,observed_landslide,Mizoram,23.204981,92.534603,
6.8,15.8,56.5,0.328118,5708.0,53.1556,218.0441,0,spatial_background_sample,spatial_background_reference,Sikkim,27.784334,88.304211,2021-06-18
4.3,8.5,63.6,0.417168,4936.0,2.7982,48.5741,0,spatial_background_sample,spatial_background_reference,Sikkim,28.06413,88.635761,2014-08-26
24.4,110.0,206.6,0.367958,773.0,18.4412,222.2411,1,GSI_field_inventory,observed_landslide,Mizoram,22.967715,92.925677,
54.9,118.1,157.5,0.379844,986.0,28.4014,303.6304,1,GSI_field_inventory,observed_landslide,Mizoram,23.53083333,92.73055556,
35.5,116.7,201.1,0.426318,2384.0,31.7053,40.6162,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,27.798864,96.810381,2016-07-17
14.2,30.9,103.9,0.42499,3602.0,22.9589,92.1875,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.53412,93.636607,2016-07-17
1.1,102.4,157.8,0.376219,888.0,17.2108,109.8578,1,GSI_field_inventory,observed_landslide,Mizoram,23.53805556,92.71861111,
93.3,158.0,173.6,0.379844,672.0,28.0117,122.176,1,GSI_field_inventory,observed_landslide,Mizoram,23.54333333,92.66472222,
5.7,15.6,38.0,0.485208,42.0,5.5414,180.0,0,spatial_background_sample,spatial_background_reference,Tripura,23.397331,91.32469,2009-07-10
29.2,50.1,156.7,0.492442,135.0,1.045,90.0,0,spatial_background_sample,spatial_background_reference,Assam,27.57182,95.605589,2016-05-22
67.8,120.5,158.2,0.379417,743.0,24.1683,283.0296,1,GSI_field_inventory,observed_landslide,Mizoram,23.59527778,92.71722222,
18.2,55.6,151.9,0.426943,4398.0,34.2232,233.537,0,spatial_background_sample,spatial_background_reference,Sikkim,27.531833,88.302795,2024-07-21
20.4,73.1,89.9,0.466682,172.0,1.0096,270.0,0,spatial_background_sample,spatial_background_reference,Tripura,23.429438,91.622791,2018-05-18
2.3,10.6,25.0,0.475811,63.0,6.248,306.2111,0,spatial_background_sample,spatial_background_reference,Tripura,23.761308,91.444222,2009-07-10
15.0,29.0,106.3,0.423725,1911.0,32.5102,339.8401,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,27.945554,93.977574,2016-07-17
25.2,66.6,84.2,0.457341,89.0,19.6042,2.8319,0,spatial_background_sample,spatial_background_reference,Tripura,23.236384,91.722505,2018-05-18
6.3,13.4,23.3,0.341527,4811.0,19.9592,11.6114,0,spatial_background_sample,spatial_background_reference,Sikkim,27.766666,88.295658,2014-07-08
4.8,31.0,65.2,0.433677,758.0,14.4334,284.5711,1,GSI_field_inventory,observed_landslide,Mizoram,24.52308611,93.57206944,
13.3,64.2,79.3,0.38874,100.0,2.1093,331.4059,0,spatial_background_sample,spatial_background_reference,Tripura,23.467062,91.814859,2018-05-18
61.9,120.9,163.8,0.376667,1020.0,51.5636,48.3303,1,GSI_field_inventory,observed_landslide,Mizoram,23.67805556,92.72,
112.4,184.5,281.9,0.427113,2482.0,23.1402,280.9048,0,spatial_background_sample,spatial_background_reference,Sikkim,27.597808,88.403456,2021-05-18
11.2,16.0,24.0,0.405635,441.0,39.6431,55.8259,1,GSI_field_inventory,observed_landslide,Mizoram,23.78138889,92.67638889,
24.4,45.6,95.7,0.4255,2916.0,34.1311,17.4115,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.728207,96.214452,2016-07-17
87.7,180.9,255.6,0.483914,111.0,2.7797,131.7628,0,spatial_background_sample,spatial_background_reference,Assam,26.755576,92.007709,2016-05-17
17.5,68.5,85.3,0.372754,66.0,8.2313,257.0821,0,spatial_background_sample,spatial_background_reference,Tripura,23.446217,91.726139,2018-05-18
16.7,93.5,133.7,0.494839,1195.0,27.8412,232.244,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,27.049059,93.130809,2016-07-17
13.0,53.7,109.4,0.420238,3988.0,31.6323,346.229,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.090989,92.810779,2016-07-17
14.9,77.9,103.2,0.404113,48.0,2.1116,151.2917,0,spatial_background_sample,spatial_background_reference,Tripura,24.083074,91.513606,2018-05-18
30.8,116.3,152.3,0.423735,2797.0,20.2033,296.0656,0,spatial_background_sample,spatial_background_reference,Arunachal Pradesh,28.300799,96.424703,2016-04-22
2.7,12.2,20.0,0.395037,190.0,16.7265,93.0843,0,spatial_background_sample,spatial_background_reference,Tripura,23.648805,91.743358,2009-07-10
21.0,66.5,80.0,0.460333,35.0,2.1089,208.5747,0,spatial_background_sample,spatial_background_reference,Tripura,23.360137,91.492086,2018-05-18
