sample_id,State,Latitude,Longitude,landslide,sample_source,background_rule,dem_tile,elevation,slope,aspect,terrain_source,terrain_source_type,terrain_status,reference_date,reference_date_source,reference_date_rule,rainfall_24h,rainfall_3d,rainfall_7d,rainfall_source,rainfall_source_type,rainfall_status,soil_moisture_0_7cm,soil_moisture_7_28cm,soil_moisture_28_100cm,soil_moisture_100_255cm,soil_moisture,soil_moisture_source,soil_moisture_source_type,soil_moisture_status
BG-03049,Arunachal Pradesh,27.944465,93.078933,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E093,1481.0,29.1377,221.048,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,44.8,115.2,284.7,Open-Meteo historical weather,reanalysis,available,0.425518,0.426018,0.426274,0.428946,0.426689,Open-Meteo ERA5-Land,reanalysis,available
BG-03050,Meghalaya,25.465219,89.85746,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E089,42.0,4.0976,270.0,SRTM 1 arc-second DEM,DEM-derived,True,2025-05-30,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,63.6,128.5,174.1,Open-Meteo historical weather,reanalysis,available,0.411185,0.413762,0.394083,0.318589,0.384405,Open-Meteo ERA5-Land,reanalysis,available
BG-03051,Arunachal Pradesh,28.42051,93.833059,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E093,1498.0,53.3811,18.3164,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,23.3,42.7,108.3,Open-Meteo historical weather,reanalysis,available,0.424161,0.424827,0.424768,0.427833,0.425397,Open-Meteo ERA5-Land,reanalysis,available
BG-03052,Tripura,24.257347,92.109435,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E092,77.0,5.6326,349.6403,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,0.3,5.2,11.8,Open-Meteo historical weather,reanalysis,available,0.374244,0.376613,0.407827,0.342143,0.375207,Open-Meteo ERA5-Land,reanalysis,available
BG-03053,Sikkim,27.712187,88.282322,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,4469.0,34.9874,300.549,SRTM 1 arc-second DEM,DEM-derived,True,2015-07-08,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,0.8,15.5,21.6,Open-Meteo historical weather,reanalysis,available,0.424024,0.418077,0.371917,0.422,0.409004,Open-Meteo ERA5-Land,reanalysis,available
BG-03054,Arunachal Pradesh,27.647826,95.855753,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E095,145.0,2.2865,113.8889,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,12.3,58.0,106.7,Open-Meteo historical weather,reanalysis,available,0.485423,0.487208,0.48003,0.510637,0.490824,Open-Meteo ERA5-Land,reanalysis,available
BG-03055,Tripura,24.326294,92.218406,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E092,59.0,7.1296,205.189,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,11.6,75.4,89.6,Open-Meteo historical weather,reanalysis,available,0.405613,0.400673,0.354238,0.334012,0.373634,Open-Meteo ERA5-Land,reanalysis,available
BG-03056,Meghalaya,25.791052,90.016115,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,115.0,11.2684,206.7862,SRTM 1 arc-second DEM,DEM-derived,True,2019-06-27,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,21.3,111.1,123.9,Open-Meteo historical weather,reanalysis,available,0.402673,0.409101,0.424196,0.417173,0.413286,Open-Meteo ERA5-Land,reanalysis,available
BG-03057,Assam,27.04332,94.81592,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E094,96.0,2.0794,270.0,SRTM 1 arc-second DEM,DEM-derived,True,2020-06-02,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,23.4,48.0,90.9,Open-Meteo historical weather,reanalysis,available,0.469655,0.479315,0.499298,0.448554,0.474205,Open-Meteo ERA5-Land,reanalysis,available
BG-03058,Arunachal Pradesh,27.709992,96.216479,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E096,241.0,2.2876,66.1231,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,50.9,155.2,216.8,Open-Meteo historical weather,reanalysis,available,0.481905,0.481155,0.480446,0.506875,0.487595,Open-Meteo ERA5-Land,reanalysis,available
BG-03059,Sikkim,27.789146,88.293935,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5601.0,8.517,257.5288,SRTM 1 arc-second DEM,DEM-derived,True,2014-08-26,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,7.0,39.2,84.1,Open-Meteo historical weather,reanalysis,available,0.315536,0.324577,0.196988,0.394202,0.307826,Open-Meteo ERA5-Land,reanalysis,available
BG-03060,Arunachal Pradesh,28.377863,96.294139,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E096,3499.0,37.3077,109.8474,SRTM 1 arc-second DEM,DEM-derived,True,2016-04-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,25.0,74.8,115.3,Open-Meteo historical weather,reanalysis,available,0.425375,0.426298,0.426744,0.428726,0.426786,Open-Meteo ERA5-Land,reanalysis,available
BG-03061,Assam,26.027365,91.178987,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E091,43.0,1.3858,48.0576,SRTM 1 arc-second DEM,DEM-derived,True,2018-06-14,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,11.2,20.4,41.2,Open-Meteo historical weather,reanalysis,available,0.475423,0.48553,0.506714,0.46756,0.483807,Open-Meteo ERA5-Land,reanalysis,available
BG-03062,Arunachal Pradesh,27.432379,96.164431,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E096,273.0,17.3303,169.9127,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,24.0,180.2,211.6,Open-Meteo historical weather,reanalysis,available,0.485827,0.487839,0.485673,0.512661,0.493,Open-Meteo ERA5-Land,reanalysis,available
BG-03063,Assam,26.093256,92.917415,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E092,74.0,5.9082,20.363,SRTM 1 arc-second DEM,DEM-derived,True,2025-06-06,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,1.8,62.0,101.8,Open-Meteo historical weather,reanalysis,available,0.481244,0.484661,0.461018,0.417839,0.46119,Open-Meteo ERA5-Land,reanalysis,available
BG-03064,Sikkim,27.93681,88.37521,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5357.0,18.3192,70.0096,SRTM 1 arc-second DEM,DEM-derived,True,2022-08-25,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,0.2,10.3,26.1,Open-Meteo historical weather,reanalysis,available,0.391036,0.394077,0.374077,0.415149,0.393585,Open-Meteo ERA5-Land,reanalysis,available
BG-03065,Assam,25.873652,90.008651,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,29.0,1.3848,228.0204,SRTM 1 arc-second DEM,DEM-derived,True,2016-05-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,1.0,16.2,165.3,Open-Meteo historical weather,reanalysis,available,0.411571,0.414393,0.431131,0.376631,0.408432,Open-Meteo ERA5-Land,reanalysis,available
BG-03066,Arunachal Pradesh,28.091657,96.653863,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E096,2769.0,28.5821,191.6455,SRTM 1 arc-second DEM,DEM-derived,True,2016-04-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,21.5,113.7,153.8,Open-Meteo historical weather,reanalysis,available,0.420054,0.420798,0.423411,0.426887,0.422787,Open-Meteo ERA5-Land,reanalysis,available
BG-03067,Arunachal Pradesh,29.175465,94.471044,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N29E094,3357.0,41.3117,64.9663,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-16,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,10.2,21.3,65.3,Open-Meteo historical weather,reanalysis,available,0.422661,0.422958,0.424387,0.428137,0.424536,Open-Meteo ERA5-Land,reanalysis,available
BG-03068,Sikkim,27.818593,88.208882,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5722.0,5.9083,297.953,SRTM 1 arc-second DEM,DEM-derived,True,2012-06-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,16.1,23.5,92.7,Open-Meteo historical weather,reanalysis,available,0.326565,0.338643,0.227238,0.39956,0.323001,Open-Meteo ERA5-Land,reanalysis,available
BG-03069,Arunachal Pradesh,27.956337,93.785673,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E093,1461.0,16.2298,43.7694,SRTM 1 arc-second DEM,DEM-derived,True,2016-04-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,10.1,19.3,26.2,Open-Meteo historical weather,reanalysis,available,0.40228,0.402679,0.412244,0.405661,0.405716,Open-Meteo ERA5-Land,reanalysis,available
BG-03070,Arunachal Pradesh,27.571819,92.406766,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E092,3365.0,29.273,11.2592,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-16,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,29.4,110.0,172.5,Open-Meteo historical weather,reanalysis,available,0.426744,0.427333,0.42728,0.429095,0.427613,Open-Meteo ERA5-Land,reanalysis,available
BG-03071,Assam,26.359393,91.095551,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E091,40.0,1.0338,270.0,SRTM 1 arc-second DEM,DEM-derived,True,2016-04-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,8.4,59.7,124.8,Open-Meteo historical weather,reanalysis,available,0.393851,0.395107,0.322065,0.341,0.363006,Open-Meteo ERA5-Land,reanalysis,available
BG-03072,Arunachal Pradesh,27.524487,96.559923,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E096,931.0,3.2646,106.4679,SRTM 1 arc-second DEM,DEM-derived,True,2016-04-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,33.4,169.0,254.6,Open-Meteo historical weather,reanalysis,available,0.473363,0.483637,0.486429,0.513839,0.489317,Open-Meteo ERA5-Land,reanalysis,available
BG-03073,Sikkim,27.640445,88.477415,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,2876.0,33.6757,68.6531,SRTM 1 arc-second DEM,DEM-derived,True,2024-08-21,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,1.1,11.8,73.8,Open-Meteo historical weather,reanalysis,available,0.420238,0.421214,0.418435,0.428089,0.421994,Open-Meteo ERA5-Land,reanalysis,available
BG-03074,Meghalaya,25.184266,90.919498,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,264.0,14.1567,262.6338,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,3.0,13.8,40.8,Open-Meteo historical weather,reanalysis,available,0.476042,0.481905,0.468042,0.509738,0.483932,Open-Meteo ERA5-Land,reanalysis,available
BG-03075,Arunachal Pradesh,27.947241,94.46997,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E094,708.0,44.1471,268.0907,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,23.7,40.6,134.7,Open-Meteo historical weather,reanalysis,available,0.421887,0.422351,0.42372,0.426726,0.423671,Open-Meteo ERA5-Land,reanalysis,available
BG-03076,Sikkim,27.898581,88.730247,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5220.0,33.9916,207.4691,SRTM 1 arc-second DEM,DEM-derived,True,2025-07-19,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,6.1,12.6,55.4,Open-Meteo historical weather,reanalysis,available,0.41897,0.419512,0.368577,0.435452,0.410628,Open-Meteo ERA5-Land,reanalysis,available
BG-03077,Sikkim,27.814948,88.445859,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,4926.0,18.7913,25.4571,SRTM 1 arc-second DEM,DEM-derived,True,2014-08-26,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,7.0,39.2,84.1,Open-Meteo historical weather,reanalysis,available,0.391506,0.386083,0.278196,0.41,0.366446,Open-Meteo ERA5-Land,reanalysis,available
BG-03078,Mizoram,23.551389,92.337501,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E092,170.0,17.0538,77.8281,SRTM 1 arc-second DEM,DEM-derived,True,2024-05-28,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,145.3,224.3,236.7,Open-Meteo historical weather,reanalysis,available,0.37206,0.335042,0.286458,0.309458,0.325754,Open-Meteo ERA5-Land,reanalysis,available
BG-03079,Sikkim,27.812769,88.411253,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,4642.0,24.3761,357.6877,SRTM 1 arc-second DEM,DEM-derived,True,2022-11-20,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,0.0,0.0,9.6,Open-Meteo historical weather,reanalysis,available,0.267429,0.265744,0.14644,0.377054,0.264167,Open-Meteo ERA5-Land,reanalysis,available
BG-03080,Sikkim,27.912482,88.645672,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5396.0,47.9886,103.4761,SRTM 1 arc-second DEM,DEM-derived,True,2013-08-28,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,3.9,21.2,32.2,Open-Meteo historical weather,reanalysis,available,0.36122,0.344226,0.266512,0.393512,0.341368,Open-Meteo ERA5-Land,reanalysis,available
BG-03081,Arunachal Pradesh,29.244344,95.808266,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N29E095,3052.0,30.4191,301.5504,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,32.9,61.6,122.6,Open-Meteo historical weather,reanalysis,available,0.426256,0.427012,0.425536,0.428881,0.426921,Open-Meteo ERA5-Land,reanalysis,available
BG-03082,Tripura,23.724097,91.195771,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,36.0,14.1854,129.7695,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,6.3,13.1,32.9,Open-Meteo historical weather,reanalysis,available,0.44119,0.444006,0.468262,0.431345,0.446201,Open-Meteo ERA5-Land,reanalysis,available
BG-03083,Sikkim,27.826061,88.330197,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5198.0,34.268,184.6176,SRTM 1 arc-second DEM,DEM-derived,True,2025-09-11,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,19.4,19.9,27.0,Open-Meteo historical weather,reanalysis,available,0.29319,0.288649,0.279506,0.324595,0.296485,Open-Meteo ERA5-Land,reanalysis,available
BG-03084,Arunachal Pradesh,29.013327,94.687261,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N29E094,3659.0,52.5873,313.8381,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,41.3,64.3,115.9,Open-Meteo historical weather,reanalysis,available,0.424637,0.425137,0.423554,0.428625,0.425488,Open-Meteo ERA5-Land,reanalysis,available
BG-03085,Sikkim,27.879877,88.718339,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,4986.0,44.6617,52.7437,SRTM 1 arc-second DEM,DEM-derived,True,2015-07-08,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,3.5,9.5,17.9,Open-Meteo historical weather,reanalysis,available,0.43019,0.400583,0.408994,0.412768,0.413134,Open-Meteo ERA5-Land,reanalysis,available
BG-03086,Assam,26.82281,90.201132,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E090,283.0,2.7807,311.7459,SRTM 1 arc-second DEM,DEM-derived,True,2022-05-16,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,35.8,60.6,88.1,Open-Meteo historical weather,reanalysis,available,0.298095,0.289429,0.290143,0.242601,0.280067,Open-Meteo ERA5-Land,reanalysis,available
BG-03087,Manipur,24.679465,94.541523,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E094,285.0,8.5204,13.7426,SRTM 1 arc-second DEM,DEM-derived,True,2007-08-28,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,6.3,27.0,50.9,Open-Meteo historical weather,reanalysis,available,0.418673,0.417476,0.409887,0.42378,0.417454,Open-Meteo ERA5-Land,reanalysis,available
BG-03088,Arunachal Pradesh,28.428775,95.694894,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E095,1785.0,46.8249,204.4584,SRTM 1 arc-second DEM,DEM-derived,True,2016-04-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,34.7,70.9,112.0,Open-Meteo historical weather,reanalysis,available,0.418524,0.419875,0.419113,0.42675,0.421065,Open-Meteo ERA5-Land,reanalysis,available
BG-03089,Sikkim,27.957125,88.231709,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5568.0,12.9744,140.5333,SRTM 1 arc-second DEM,DEM-derived,True,2025-09-11,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,1.7,4.8,18.1,Open-Meteo historical weather,reanalysis,available,0.317929,0.319321,0.33531,0.338345,0.327726,Open-Meteo ERA5-Land,reanalysis,available
BG-03090,Tripura,24.153156,91.795004,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E091,50.0,1.0152,90.0,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,0.9,9.4,20.4,Open-Meteo historical weather,reanalysis,available,0.397685,0.401137,0.411375,0.384446,0.398661,Open-Meteo ERA5-Land,reanalysis,available
BG-03091,Arunachal Pradesh,27.527726,93.836237,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E093,1572.0,14.932,217.9789,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,10.8,52.7,172.1,Open-Meteo historical weather,reanalysis,available,0.426613,0.42697,0.42675,0.429089,0.427356,Open-Meteo ERA5-Land,reanalysis,available
BG-03092,Arunachal Pradesh,28.492822,93.363954,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E093,4102.0,40.0091,315.4604,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,11.4,24.7,79.2,Open-Meteo historical weather,reanalysis,available,0.419476,0.420702,0.414875,0.428696,0.420937,Open-Meteo ERA5-Land,reanalysis,available
BG-03093,Sikkim,27.973013,88.325615,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5411.0,45.2481,51.3048,SRTM 1 arc-second DEM,DEM-derived,True,2012-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,0.6,18.4,46.1,Open-Meteo historical weather,reanalysis,available,0.425976,0.422589,0.383012,0.404601,0.409045,Open-Meteo ERA5-Land,reanalysis,available
BG-03094,Mizoram,21.997823,92.922583,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N21E092,102.0,5.0319,336.6643,SRTM 1 arc-second DEM,DEM-derived,True,2025-05-31,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,47.6,123.9,218.9,Open-Meteo historical weather,reanalysis,available,0.414756,0.402179,0.24503,0.301,0.340741,Open-Meteo ERA5-Land,reanalysis,available
BG-03095,Meghalaya,25.232294,90.425232,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,207.0,15.4198,103.562,SRTM 1 arc-second DEM,DEM-derived,True,2025-05-30,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,50.8,122.7,151.1,Open-Meteo historical weather,reanalysis,available,0.40344,0.406923,0.392321,0.316036,0.37968,Open-Meteo ERA5-Land,reanalysis,available
BG-03096,Manipur,24.566185,93.944994,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E093,773.0,0.9264,0.0,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-03,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,2.2,8.6,18.0,Open-Meteo historical weather,reanalysis,available,0.299655,0.231792,0.200982,0.338893,0.26783,Open-Meteo ERA5-Land,reanalysis,available
BG-03097,Tripura,23.651494,91.47722,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,64.0,10.9401,326.7744,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,2.3,10.6,25.0,Open-Meteo historical weather,reanalysis,available,0.442952,0.44175,0.45981,0.426452,0.442741,Open-Meteo ERA5-Land,reanalysis,available
BG-03098,Arunachal Pradesh,27.995696,94.829647,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E094,1119.0,12.3086,137.8228,SRTM 1 arc-second DEM,DEM-derived,True,2016-04-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,12.0,42.9,66.6,Open-Meteo historical weather,reanalysis,available,0.414262,0.41597,0.416012,0.426339,0.418146,Open-Meteo ERA5-Land,reanalysis,available
BG-03099,Assam,27.491725,95.819566,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E095,152.0,1.3958,131.5755,SRTM 1 arc-second DEM,DEM-derived,True,2016-05-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,30.9,51.4,151.7,Open-Meteo historical weather,reanalysis,available,0.475744,0.488815,0.491506,0.502905,0.489743,Open-Meteo ERA5-Land,reanalysis,available
BG-03100,Assam,26.876859,92.466999,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E092,144.0,2.0764,270.0,SRTM 1 arc-second DEM,DEM-derived,True,2018-08-24,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,17.3,51.0,83.5,Open-Meteo historical weather,reanalysis,available,0.301851,0.295113,0.283661,0.326202,0.301707,Open-Meteo ERA5-Land,reanalysis,available
BG-03101,Meghalaya,25.815573,90.090906,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,88.0,4.1096,270.0,SRTM 1 arc-second DEM,DEM-derived,True,2014-09-20,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,16.7,43.3,59.0,Open-Meteo historical weather,reanalysis,available,0.411339,0.412762,0.383113,0.422464,0.40742,Open-Meteo ERA5-Land,reanalysis,available
BG-03102,Tripura,23.736251,91.892893,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,122.0,1.3718,47.5288,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,4.2,8.5,12.6,Open-Meteo historical weather,reanalysis,available,0.401393,0.402304,0.405435,0.332881,0.385503,Open-Meteo ERA5-Land,reanalysis,available
BG-03103,Assam,27.140604,94.803052,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E094,99.0,1.041,90.0,SRTM 1 arc-second DEM,DEM-derived,True,2018-08-31,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,7.3,28.2,91.2,Open-Meteo historical weather,reanalysis,available,0.487744,0.497149,0.489286,0.512488,0.496667,Open-Meteo ERA5-Land,reanalysis,available
BG-03104,Sikkim,27.918879,88.461335,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5178.0,10.4096,84.9504,SRTM 1 arc-second DEM,DEM-derived,True,2012-06-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,10.1,14.6,43.7,Open-Meteo historical weather,reanalysis,available,0.422012,0.421387,0.396524,0.391,0.407731,Open-Meteo ERA5-Land,reanalysis,available
BG-03105,Tripura,23.062837,91.608003,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,51.0,4.7297,12.2638,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,17.1,41.0,72.6,Open-Meteo historical weather,reanalysis,available,0.48656,0.493214,0.500458,0.447786,0.482004,Open-Meteo ERA5-Land,reanalysis,available
BG-03106,Tripura,23.552062,91.460579,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,30.0,4.8939,304.5094,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,35.3,97.7,113.1,Open-Meteo historical weather,reanalysis,available,0.483738,0.489226,0.475607,0.430869,0.46986,Open-Meteo ERA5-Land,reanalysis,available
BG-03107,Meghalaya,25.779648,90.814789,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,343.0,10.3403,79.7908,SRTM 1 arc-second DEM,DEM-derived,True,2025-06-25,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,13.6,41.5,78.0,Open-Meteo historical weather,reanalysis,available,0.476065,0.483768,0.500774,0.508595,0.492301,Open-Meteo ERA5-Land,reanalysis,available
BG-03108,Arunachal Pradesh,28.578464,94.14375,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E094,2156.0,30.4021,187.2111,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-16,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,19.3,47.8,128.8,Open-Meteo historical weather,reanalysis,available,0.42472,0.425792,0.42381,0.428935,0.425814,Open-Meteo ERA5-Land,reanalysis,available
BG-03109,Meghalaya,25.775461,90.889689,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,313.0,19.588,149.6951,SRTM 1 arc-second DEM,DEM-derived,True,2024-06-15,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,54.8,96.1,127.8,Open-Meteo historical weather,reanalysis,available,0.486238,0.493464,0.5005,0.476613,0.489204,Open-Meteo ERA5-Land,reanalysis,available
