sample_id,State,Latitude,Longitude,landslide,sample_source,background_rule,dem_tile,elevation,slope,aspect,terrain_source,terrain_source_type,terrain_status,reference_date,reference_date_source,reference_date_rule
BG-01688,Arunachal Pradesh,28.891025,95.166295,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E095,2627.0,41.9552,208.1963,SRTM 1 arc-second DEM,DEM-derived,True,2016-04-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01689,Tripura,23.58125,91.604537,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,151.0,8.1664,142.0683,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01690,Meghalaya,25.449996,90.454929,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,740.0,21.6065,317.2964,SRTM 1 arc-second DEM,DEM-derived,True,2025-05-31,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01691,Assam,26.68209,93.195687,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E093,75.0,1.0368,270.0,SRTM 1 arc-second DEM,DEM-derived,True,2017-07-04,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01692,Tripura,23.139551,91.577805,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,102.0,7.4377,7.7411,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01693,Tripura,23.024316,91.610098,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,72.0,3.5385,58.4684,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01694,Sikkim,27.866387,88.618183,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,4714.0,38.962,1.296,SRTM 1 arc-second DEM,DEM-derived,True,2021-06-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01695,Sikkim,27.524562,88.754802,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,4088.0,54.562,224.4835,SRTM 1 arc-second DEM,DEM-derived,True,2022-10-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01696,Assam,26.381555,90.143556,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E090,41.0,1.3882,228.1443,SRTM 1 arc-second DEM,DEM-derived,True,2017-06-13,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01697,Assam,27.736427,95.108314,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E095,116.0,2.0925,270.0,SRTM 1 arc-second DEM,DEM-derived,True,2016-05-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01698,Assam,26.551353,90.097535,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E090,57.0,1.0356,270.0,SRTM 1 arc-second DEM,DEM-derived,True,2016-05-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01699,Sikkim,27.564766,88.388548,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,2548.0,36.1999,154.9333,SRTM 1 arc-second DEM,DEM-derived,True,2023-10-04,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01700,Tripura,23.896208,91.599581,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,63.0,2.1109,151.3267,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01701,Assam,26.934697,94.543794,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E094,95.0,2.9646,20.5004,SRTM 1 arc-second DEM,DEM-derived,True,2022-05-16,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01702,Tripura,23.747241,91.374627,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,58.0,2.2251,114.5919,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01703,Meghalaya,25.704365,90.844234,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,562.0,25.6463,283.6359,SRTM 1 arc-second DEM,DEM-derived,True,2025-05-30,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01704,Tripura,23.656256,91.450995,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,77.0,4.7306,347.6829,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01705,Sikkim,27.582652,88.080123,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5228.0,33.3404,155.4211,SRTM 1 arc-second DEM,DEM-derived,True,2015-07-08,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01706,Mizoram,23.583907,92.355133,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E092,651.0,24.8565,278.0256,SRTM 1 arc-second DEM,DEM-derived,True,2024-05-28,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01707,Tripura,23.341663,91.793752,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,101.0,4.1025,47.4431,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01708,Sikkim,27.83136,88.409415,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5179.0,24.7,28.4925,SRTM 1 arc-second DEM,DEM-derived,True,2021-08-27,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01709,Manipur,24.631999,94.058381,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E094,780.0,4.2218,151.1869,SRTM 1 arc-second DEM,DEM-derived,True,2007-09-07,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01710,Tripura,24.099778,91.888258,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E091,176.0,24.0124,96.2513,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01711,Meghalaya,25.775452,90.806327,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,423.0,14.5167,209.041,SRTM 1 arc-second DEM,DEM-derived,True,2025-06-25,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01712,Arunachal Pradesh,28.811241,95.585334,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E095,2286.0,12.9908,253.7185,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01713,Arunachal Pradesh,29.116424,95.551124,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N29E095,3777.0,10.084,24.6011,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01714,Arunachal Pradesh,27.935126,92.704753,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E092,4375.0,31.8509,256.4529,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01715,Sikkim,27.824008,88.803035,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,4327.0,23.1589,250.1102,SRTM 1 arc-second DEM,DEM-derived,True,2022-11-20,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01716,Arunachal Pradesh,27.788104,94.461055,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E094,733.0,19.638,342.1017,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01717,Sikkim,27.894143,88.842398,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,4844.0,39.108,81.9963,SRTM 1 arc-second DEM,DEM-derived,True,2012-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01718,Meghalaya,25.77697,90.768443,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,303.0,6.5377,170.9855,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01719,Tripura,24.057624,91.697086,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E091,70.0,2.0283,90.0,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01720,Tripura,23.290301,91.624801,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,75.0,7.6357,164.7741,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01721,Sikkim,27.532573,88.771833,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,4664.0,32.0148,97.4297,SRTM 1 arc-second DEM,DEM-derived,True,2024-07-21,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01722,Sikkim,27.487749,88.093058,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,4676.0,27.0209,23.1506,SRTM 1 arc-second DEM,DEM-derived,True,2014-07-01,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01723,Sikkim,27.612145,88.131248,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,6358.0,41.9646,307.6862,SRTM 1 arc-second DEM,DEM-derived,True,2022-06-15,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01724,Sikkim,27.846108,88.691116,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,3892.0,10.0283,291.4538,SRTM 1 arc-second DEM,DEM-derived,True,2014-06-24,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01725,Tripura,23.945287,91.701266,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,83.0,2.1111,28.6824,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01726,Arunachal Pradesh,29.375023,96.097391,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N29E096,4989.0,26.2839,349.1725,SRTM 1 arc-second DEM,DEM-derived,True,2016-04-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01727,Arunachal Pradesh,27.529618,96.131945,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E096,226.0,6.5084,106.4672,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01728,Arunachal Pradesh,27.521393,96.646394,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E096,2015.0,12.9732,45.422,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-16,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01729,Assam,26.59184,90.554457,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E090,70.0,2.7772,180.0,SRTM 1 arc-second DEM,DEM-derived,True,2016-05-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01730,Sikkim,27.631728,88.356458,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,4082.0,18.9168,64.872,SRTM 1 arc-second DEM,DEM-derived,True,2013-08-28,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01731,Sikkim,27.961208,88.744284,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5058.0,15.0892,327.0991,SRTM 1 arc-second DEM,DEM-derived,True,2022-08-25,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01732,Assam,26.452871,93.374107,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E093,678.0,12.2284,270.0,SRTM 1 arc-second DEM,DEM-derived,True,2016-05-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01733,Arunachal Pradesh,28.372155,94.032537,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E094,902.0,50.522,40.6089,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01734,Arunachal Pradesh,28.897288,96.234506,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E096,3675.0,20.6718,219.5205,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01735,Tripura,24.102568,91.71435,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E091,75.0,3.8365,344.6835,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01736,Tripura,23.176536,91.349324,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,50.0,2.9538,160.0696,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01737,Arunachal Pradesh,27.259084,96.959491,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E096,1312.0,4.6222,180.0,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01738,Tripura,23.644634,91.223068,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,15.0,4.7306,192.316,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01739,Sikkim,27.843582,88.360061,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,4959.0,11.4092,85.4042,SRTM 1 arc-second DEM,DEM-derived,True,2014-08-26,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01740,Nagaland,27.000839,95.165837,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E095,137.0,15.6313,103.3656,SRTM 1 arc-second DEM,DEM-derived,True,2023-10-02,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01741,Tripura,23.855574,91.647881,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,68.0,2.7772,0.0,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01742,Assam,26.359195,92.009367,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E092,56.0,1.8523,0.0,SRTM 1 arc-second DEM,DEM-derived,True,2022-05-14,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01743,Assam,26.31424,89.781642,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E089,37.0,2.1207,150.8472,SRTM 1 arc-second DEM,DEM-derived,True,2017-05-20,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01744,Arunachal Pradesh,28.603773,94.126846,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E094,1917.0,2.3036,246.2997,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01745,Tripura,23.284694,91.577416,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,42.0,12.1406,227.4309,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01746,Arunachal Pradesh,27.995995,93.989683,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E093,1803.0,29.0475,307.69,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01747,Sikkim,28.067528,88.598474,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E088,5163.0,16.159,18.4342,SRTM 1 arc-second DEM,DEM-derived,True,2013-08-28,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01748,Manipur,24.674995,94.030056,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E094,788.0,3.0557,270.0,SRTM 1 arc-second DEM,DEM-derived,True,2018-06-06,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01749,Sikkim,27.85281,88.463344,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,4811.0,42.4769,59.1929,SRTM 1 arc-second DEM,DEM-derived,True,2024-08-21,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01750,Tripura,23.548464,91.5594,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,46.0,6.1247,318.8896,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01751,Arunachal Pradesh,27.116785,95.469871,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E095,245.0,0.9264,0.0,SRTM 1 arc-second DEM,DEM-derived,True,2016-04-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01752,Assam,27.095011,94.384644,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E094,88.0,3.6256,300.6892,SRTM 1 arc-second DEM,DEM-derived,True,2016-05-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01753,Meghalaya,25.865279,90.840661,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,335.0,24.7303,110.5523,SRTM 1 arc-second DEM,DEM-derived,True,2019-06-27,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01754,Meghalaya,25.700166,91.37104,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E091,1070.0,12.875,141.0924,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-07,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01755,Arunachal Pradesh,28.238816,93.486033,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E093,2680.0,41.4522,54.1384,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01756,Sikkim,27.947098,88.233524,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5536.0,8.3807,96.3012,SRTM 1 arc-second DEM,DEM-derived,True,2014-08-26,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01757,Assam,26.690631,90.442903,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E090,105.0,0.9264,180.0,SRTM 1 arc-second DEM,DEM-derived,True,2024-05-24,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01758,Sikkim,27.923603,88.787325,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5708.0,7.7998,249.2596,SRTM 1 arc-second DEM,DEM-derived,True,2021-06-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01759,Arunachal Pradesh,27.34768,92.569937,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E092,1151.0,47.95,255.6443,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01760,Tripura,23.621852,91.244981,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,36.0,6.535,8.8623,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01761,Assam,26.067169,93.61443,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E093,519.0,7.4409,187.9221,SRTM 1 arc-second DEM,DEM-derived,True,2010-04-02,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01762,Arunachal Pradesh,27.376002,93.478341,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E093,2123.0,5.2831,280.0708,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01763,Tripura,23.862441,92.003338,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E092,116.0,8.4093,123.1537,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01764,Arunachal Pradesh,27.995899,96.165916,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E096,335.0,4.8506,40.3444,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01765,Arunachal Pradesh,29.086161,94.587247,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N29E094,3845.0,27.0754,203.4632,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01766,Tripura,23.664403,91.485769,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,77.0,4.4412,294.6057,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01767,Tripura,23.81436,91.892719,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,122.0,11.5867,230.8817,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01768,Tripura,23.059945,91.549989,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,29.0,2.7772,180.0,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01769,Meghalaya,25.698068,92.307156,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E092,900.0,12.1853,85.7057,SRTM 1 arc-second DEM,DEM-derived,True,2020-05-26,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01770,Meghalaya,25.186273,90.370379,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,51.0,6.769,162.4775,SRTM 1 arc-second DEM,DEM-derived,True,2025-07-02,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01771,Tripura,24.29151,92.164996,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E092,59.0,6.2647,233.9015,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01772,Tripura,23.486219,91.350926,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,34.0,5.5414,0.0,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01773,Tripura,23.475672,91.541097,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,70.0,7.2699,255.315,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01774,Assam,26.922421,92.992206,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E092,123.0,1.0389,90.0,SRTM 1 arc-second DEM,DEM-derived,True,2022-05-14,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01775,Sikkim,27.692108,88.339483,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,4449.0,20.5517,304.1025,SRTM 1 arc-second DEM,DEM-derived,True,2024-08-21,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01776,Arunachal Pradesh,28.463648,93.890896,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E093,2395.0,42.3546,248.1326,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-16,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01777,Arunachal Pradesh,27.862993,95.922528,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E095,154.0,1.3985,48.5211,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01778,Arunachal Pradesh,28.288699,97.059694,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E097,3093.0,38.1926,189.4035,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01779,Arunachal Pradesh,27.836322,97.170369,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E097,2939.0,40.1544,130.6632,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01780,Tripura,23.332715,91.793199,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,77.0,1.8523,180.0,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01781,Arunachal Pradesh,28.041211,93.619476,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E093,1227.0,10.2928,191.6401,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-16,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01782,Meghalaya,25.402773,89.889988,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E089,60.0,11.709,71.8158,SRTM 1 arc-second DEM,DEM-derived,True,2019-06-27,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01783,Arunachal Pradesh,28.222551,96.810746,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E096,3378.0,41.991,134.4743,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01784,Meghalaya,25.905628,90.259154,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,57.0,1.385,228.0281,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-01,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
BG-01785,Sikkim,27.853773,88.725619,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5149.0,12.3608,144.2555,SRTM 1 arc-second DEM,DEM-derived,True,2025-07-19,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state
